"year","GEOID","rate"
"2010","20129","4.3"
"2011","19091","5"
"2011","20129","3.7"
"2012","19091","4.2"
"2012","20129","3.7"
"2013","19091","4.1"
"2013","20129","4"
"2014","19091","3.7"
"2014","20129","4"
"2015","19091","3.3"
"2015","20129","4.4"
"2008","20131","3.1"
"2008","19093","3.9"
"2009","20131","4.1"
"2010","20131","4.3"
"2011","20131","3.9"
"2009","19093","5.4"
"2012","20131","3.6"
"2013","20131","3.5"
"2010","19093","5.1"
"2014","20131","2.9"
"2011","19093","4.9"
"2015","20131","2.6"
"2012","19093","4"
"2008","20133","4.9"
"2009","20133","8.4"
"2013","19093","4"
"2010","20133","10.2"
"2014","19093","3.5"
"2011","20133","9.3"
"2015","19093","3.1"
"2012","20133","8.8"
"2013","20133","8.5"
"2008","19095","4.2"
"2014","20133","7.5"
"2009","19095","7.1"
"2015","20133","7.5"
"2010","19095","5.5"
"2008","20135","3.1"
"2009","20135","3.9"
"2010","20135","4"
"2011","19095","5"
"2011","20135","3.4"
"2012","19095","4.5"
"2012","20135","3.3"
"2013","19095","4.2"
"2013","20135","3.1"
"2014","19095","4.1"
"2014","20135","2.7"
"2015","19095","3.4"
"2015","20135","3.3"
"2008","20137","3.2"
"2008","19097","5.2"
"2009","19097","8.4"
"2009","20137","4.4"
"2010","19097","7.1"
"2010","20137","3.8"
"2011","20137","3.5"
"2012","20137","3.1"
"2011","19097","6.5"
"2013","20137","2.8"
"2012","19097","5.5"
"2014","20137","2.4"
"2013","19097","5.4"
"2015","20137","2.5"
"2014","19097","5"
"2008","20139","5.2"
"2015","19097","4.1"
"2009","20139","8.25"
"2008","19099","7.7"
"2010","20139","8.15"
"2009","19099","8.6"
"2011","20139","7.45"
"2010","19099","7.3"
"2011","19099","6.7"
"2012","20139","6.5"
"2013","20139","5.95"
"2012","19099","6"
"2014","20139","5"
"2015","20139","4.4"
"2008","20141","3.3499999999999996"
"2013","19099","5.1"
"2009","20141","4.85"
"2010","20141","4.800000000000001"
"2014","19099","4.4"
"2011","20141","4.35"
"2012","20141","4.05"
"2015","19099","3.8"
"2013","20141","3.95"
"2014","20141","3.45"
"2008","19101","4.5"
"2015","20141","3.15"
"2009","19101","8.6"
"2008","20143","3.8"
"2010","19101","7.1"
"2009","20143","5.9"
"2011","19101","6"
"2010","20143","5.45"
"2012","19101","5.3"
"2011","20143","5.1"
"2012","20143","4.800000000000001"
"2013","19101","5"
"2013","20143","4.15"
"2014","19101","4.3"
"2015","19101","3.7"
"2014","20143","3.6999999999999997"
"2008","19103","3"
"2015","20143","3.3499999999999996"
"2009","19103","4.5"
"2008","20145","4"
"2010","19103","4.2"
"2009","20145","6.199999999999999"
"2011","19103","4"
"2010","20145","5.75"
"2011","20145","5.15"
"2012","19103","3.7"
"2012","20145","4.75"
"2013","19103","3.4"
"2013","20145","4.85"
"2014","19103","3"
"2014","20145","4.1"
"2015","19103","2.6"
"2015","20145","3.85"
"2008","19105","4.5"
"2008","21147","6.949999999999999"
"2009","21147","10.1"
"2010","21147","9.8"
"2009","19105","7.2"
"2011","21147","9.85"
"2012","21147","8.85"
"2013","21147","8.75"
"2010","19105","6.4"
"2014","21147","7.05"
"2011","19105","5.8"
"2015","21147","5.800000000000001"
"2012","19105","5.3"
"2008","21149","5.35"
"2013","19105","5.3"
"2009","21149","8.1"
"2014","19105","4.9"
"2010","21149","7.699999999999999"
"2015","19105","4.1"
"2011","21149","6.95"
"2008","19107","4.6"
"2012","21149","6.15"
"2009","19107","8"
"2013","21149","6.15"
"2010","19107","6.5"
"2014","21149","5.15"
"2011","19107","6.1"
"2015","21149","4.25"
"2008","21151","4.5"
"2012","19107","5.5"
"2009","21151","7.05"
"2013","19107","5.1"
"2010","21151","7.05"
"2011","21151","6.5"
"2014","19107","4.4"
"2012","21151","5.6"
"2015","19107","4.2"
"2013","21151","5.3"
"2008","19109","4"
"2014","21151","4.35"
"2009","19109","5.9"
"2015","21151","4.25"
"2008","21153","7.1"
"2010","19109","5.1"
"2009","21153","11.149999999999999"
"2010","21153","12"
"2011","19109","4.4"
"2011","21153","10.3"
"2012","19109","3.9"
"2012","21153","9.95"
"2013","19109","3.6"
"2013","21153","10.2"
"2014","21153","8.25"
"2014","19109","3.2"
"2015","21153","8.549999999999999"
"2015","19109","2.8"
"2008","21155","5.25"
"2008","19111","6.6"
"2009","21155","9.5"
"2009","19111","10.2"
"2010","21155","9.5"
"2011","21155","8.4"
"2010","19111","8.9"
"2012","21155","7.2"
"2013","21155","6.75"
"2014","21155","5.4"
"2011","19111","8.1"
"2015","21155","4.699999999999999"
"2012","19111","7.2"
"2008","21157","4.7"
"2013","19111","7.2"
"2009","21157","7.4"
"2014","19111","5.8"
"2010","21157","7.4"
"2011","21157","6.550000000000001"
"2012","21157","5.949999999999999"
"2015","19111","5.3"
"2013","21157","5.799999999999999"
"2008","19113","4.1"
"2014","21157","4.9"
"2009","19113","6.1"
"2015","21157","4.25"
"2010","19113","6"
"2008","21159","5.699999999999999"
"2011","19113","5.7"
"2009","21159","8.15"
"2012","19113","5.2"
"2010","21159","7.8500000000000005"
"2013","19113","5"
"2011","21159","7.1"
"2014","19113","4.3"
"2012","21159","6.85"
"2013","21159","7.050000000000001"
"2015","19113","3.7"
"2014","21159","6.3"
"2015","21159","6.699999999999999"
"2008","21161","4.75"
"2008","19115","4.8"
"2009","21161","7.6000000000000005"
"2009","19115","8.3"
"2010","19115","7.3"
"2010","21161","8.15"
"2011","19115","6.1"
"2011","21161","7.550000000000001"
"2012","21161","6.9"
"2013","21161","7.1"
"2012","19115","5.5"
"2014","21161","5.800000000000001"
"2013","19115","5.1"
"2015","21161","4.699999999999999"
"2008","21163","6.15"
"2014","19115","4.5"
"2009","21163","9.8"
"2015","19115","3.7"
"2010","21163","9.05"
"2008","19117","4.1"
"2011","21163","8.3"
"2009","19117","6.4"
"2012","21163","7.2"
"2010","19117","6.1"
"2013","21163","6.65"
"2011","19117","5.3"
"2014","21163","5.35"
"2012","19117","4.8"
"2015","21163","5.1"
"2013","19117","4.7"
"2008","21165","6.9"
"2014","19117","3.9"
"2009","21165","11.05"
"2015","19117","3.5"
"2010","21165","10.45"
"2008","19119","2.7"
"2009","19119","4.3"
"2011","21165","9.25"
"2010","19119","3.9"
"2012","21165","8.15"
"2011","19119","3.1"
"2013","21165","8.25"
"2012","19119","3"
"2014","21165","6.700000000000001"
"2013","19119","2.9"
"2015","21165","6.15"
"2008","21167","5"
"2014","19119","2.5"
"2009","21167","8.100000000000001"
"2015","19119","2"
"2010","21167","8.149999999999999"
"2008","19121","4.8"
"2011","21167","7.550000000000001"
"2009","19121","6.7"
"2012","21167","6.1499999999999995"
"2010","19121","6.4"
"2013","21167","5.95"
"2011","19121","6"
"2014","21167","4.85"
"2012","19121","5.6"
"2015","21167","4.449999999999999"
"2008","21169","5.4"
"2013","19121","5.1"
"2009","21169","10.55"
"2014","19121","4.5"
"2010","21169","9.75"
"2015","19121","3.8"
"2011","21169","8.649999999999999"
"2008","19123","4.6"
"2012","21169","6.9"
"2009","19123","8.3"
"2013","21169","6.4"
"2014","21169","5.15"
"2010","19123","6.7"
"2015","21169","4.55"
"2008","21171","5.5"
"2011","19123","5.8"
"2009","21171","8.45"
"2010","21171","7.25"
"2012","19123","5.2"
"2011","21171","6.35"
"2013","19123","4.8"
"2012","21171","5.15"
"2014","19123","4.3"
"2013","21171","5.050000000000001"
"2015","19123","3.9"
"2014","21171","4.15"
"2008","19125","4"
"2009","19125","6.7"
"2015","21171","3.6"
"2010","19125","5.9"
"2008","21173","4.5"
"2011","19125","5.4"
"2009","21173","8.4"
"2012","19125","4.8"
"2010","21173","8.8"
"2011","21173","8"
"2013","19125","4.5"
"2012","21173","6.9"
"2014","19125","3.8"
"2013","21173","6.2"
"2014","21173","5.4"
"2015","19125","3.2"
"2015","21173","4.8"
"2008","19127","5.2"
"2008","21175","3.1"
"2009","19127","7.3"
"2010","19127","6.8"
"2009","21175","4.9"
"2011","19127","6.6"
"2010","21175","4.9"
"2012","19127","6.4"
"2011","21175","4.6"
"2013","19127","6"
"2012","21175","4.1"
"2014","19127","5.3"
"2013","21175","4.1"
"2015","19127","5"
"2014","21175","3.5"
"2015","21175","4.4"
"2008","21177","5"
"2009","21177","6.5"
"2010","21177","7"
"2011","21177","6.8"
"2012","21177","6.2"
"2013","21177","5.8"
"2014","21177","4.8"
"2015","21177","4.3"
"2008","21179","2.6"
"2009","21179","2.8"
"2010","21179","3.4"
"2011","21179","3.2"
"2012","21179","2.8"
"2013","21179","2.7"
"2014","21179","2.7"
"2015","21179","2.3"
"2008","21181","3.1"
"2009","21181","4"
"2010","21181","4.8"
"2011","21181","4"
"2012","21181","3.8"
"2013","21181","4"
"2014","21181","3.2"
"2015","21181","3"
"2008","21183","4"
"2009","21183","4.7"
"2010","21183","4.3"
"2011","21183","4"
"2012","21183","3.9"
"2013","21183","3.6"
"2014","21183","3.2"
"2015","21183","3.9"
"2008","20147","4.3"
"2008","21185","3.7"
"2009","20147","7.1"
"2009","21185","5.2"
"2010","20147","6"
"2010","21185","5.1"
"2011","20147","4.7"
"2011","21185","5.1"
"2012","20147","4.3"
"2012","21185","4.7"
"2013","20147","3.8"
"2013","21185","4.4"
"2014","20147","3.6"
"2014","21185","3.8"
"2015","20147","3"
"2015","21185","4"
"2008","20149","3.4"
"2008","21187","3.3"
"2009","20149","4.7"
"2009","21187","3.3"
"2010","20149","4.5"
"2010","21187","4.1"
"2011","21187","4"
"2011","20149","4.5"
"2012","20149","4.1"
"2012","21187","3.5"
"2013","20149","4"
"2013","21187","3.7"
"2014","20149","3.4"
"2014","21187","3.3"
"2015","20149","2.8"
"2015","21187","3"
"2008","20151","3.2"
"2008","21189","3.4"
"2009","21189","4.8"
"2009","20151","5.7"
"2010","21189","4.2"
"2010","20151","5.1"
"2011","21189","4.1"
"2012","21189","3.5"
"2011","20151","4.4"
"2013","21189","3"
"2012","20151","4"
"2014","21189","3"
"2013","20151","3.8"
"2015","21189","3.8"
"2014","20151","3.4"
"2008","21191","4.6"
"2015","20151","3"
"2009","21191","8.7"
"2008","20153","4.1"
"2010","21191","8.9"
"2009","20153","6.1"
"2011","21191","7.7"
"2010","20153","6"
"2012","21191","6.4"
"2011","20153","5.7"
"2013","21191","5.7"
"2014","21191","4.8"
"2012","20153","5.2"
"2015","21191","4.5"
"2008","21193","3.1"
"2013","20153","4.8"
"2009","21193","3.7"
"2014","20153","4.2"
"2010","21193","4"
"2015","20153","3.6"
"2011","21193","3.7"
"2012","21193","3.5"
"2008","20155","4.3"
"2013","21193","3.5"
"2009","20155","5.1"
"2014","21193","2.9"
"2010","20155","5.8"
"2015","21193","2.7"
"2011","20155","5.6"
"2008","21195","3"
"2012","20155","5.1"
"2009","21195","3.7"
"2013","20155","4.6"
"2010","21195","4.7"
"2014","20155","4.2"
"2011","21195","4.7"
"2012","21195","4.3"
"2015","20155","3.6"
"2013","21195","3.7"
"2014","21195","3.1"
"2015","21195","3.6"
"2008","20157","4.6"
"2008","21197","4.5"
"2009","20157","6.8"
"2009","21197","7.2"
"2010","20157","5.8"
"2010","21197","6.5"
"2011","21197","6.3"
"2011","20157","5.6"
"2012","21197","5.4"
"2012","20157","4.9"
"2013","21197","5.1"
"2014","21197","4.1"
"2013","20157","4.6"
"2015","21197","3.9"
"2008","21199","4.8"
"2014","20157","4.2"
"2009","21199","6"
"2010","21199","5.9"
"2015","20157","3.6"
"2011","21199","5.4"
"2008","20159","4.6"
"2012","21199","4.1"
"2009","20159","5.5"
"2013","21199","3.3"
"2010","20159","4.7"
"2014","21199","2.6"
"2011","20159","4.6"
"2015","21199","2.7"
"2008","21201","3.6"
"2012","20159","4.4"
"2009","21201","4.8"
"2010","21201","4.8"
"2013","20159","4.3"
"2011","21201","4.6"
"2012","21201","4.2"
"2014","20159","3.8"
"2013","21201","3.7"
"2015","20159","3.3"
"2014","21201","3.2"
"2008","20161","3.7"
"2015","21201","3.2"
"2008","21203","3.2"
"2009","20161","5.1"
"2009","21203","3.4"
"2010","20161","4.7"
"2010","21203","3.4"
"2011","20161","4.4"
"2011","21203","3.8"
"2012","21203","5.3"
"2013","21203","3.5"
"2012","20161","4.2"
"2014","21203","2.8"
"2013","20161","4.2"
"2015","21203","3"
"2014","20161","3.9"
"2008","21205","5.6"
"2015","20161","3.2"
"2009","21205","10.8"
"2010","21205","12"
"2008","20163","4.3"
"2011","21205","11.4"
"2009","20163","7.1"
"2012","21205","9.9"
"2010","20163","6.7"
"2013","21205","8.9"
"2011","20163","6.2"
"2012","20163","5.8"
"2014","21205","6.9"
"2013","20163","5.6"
"2015","21205","6.7"
"2014","20163","5.2"
"2008","21207","5.7"
"2015","20163","4.6"
"2009","21207","8.5"
"2008","20165","3.1"
"2010","21207","7.9"
"2011","21207","6.8"
"2009","20165","4"
"2012","21207","6.2"
"2010","20165","4.5"
"2013","21207","6.3"
"2011","20165","4.3"
"2012","20165","3.8"
"2014","21207","5.3"
"2013","20165","3.8"
"2015","21207","5.1"
"2014","20165","3.1"
"2008","21209","8.1"
"2015","20165","2.8"
"2009","21209","10.7"
"2008","20167","2.8"
"2010","21209","10.1"
"2009","20167","4.4"
"2011","21209","9.5"
"2010","20167","3.9"
"2012","21209","8.4"
"2011","20167","3.7"
"2013","21209","8"
"2014","21209","6.9"
"2012","20167","3.5"
"2015","21209","6.1"
"2013","20167","3.5"
"2008","21001","6.8"
"2014","20167","2.9"
"2009","21001","10.8"
"2015","20167","2.4"
"2010","21001","12.4"
"2008","20169","3.2"
"2011","21001","11.8"
"2009","20169","4.7"
"2010","20169","4.2"
"2012","21001","9.5"
"2011","20169","3.9"
"2013","21001","10.2"
"2012","20169","3.6"
"2014","21001","8.7"
"2013","20169","3.3"
"2015","21001","7.6"
"2014","20169","2.9"
"2008","21003","7"
"2015","20169","2.4"
"2009","21003","14.4"
"2010","21003","11.7"
"2008","20171","5.4"
"2009","20171","7.2"
"2011","21003","9.8"
"2010","20171","6.4"
"2012","21003","8"
"2011","20171","6.1"
"2013","21003","7.5"
"2012","20171","6"
"2014","21003","5.9"
"2013","20171","5.6"
"2015","21003","5"
"2014","20171","5.2"
"2008","21005","6.4"
"2015","20171","4.3"
"2009","21005","10.4"
"2008","20173","4"
"2010","21005","9.6"
"2009","20173","6.9"
"2011","21005","8.3"
"2012","21005","6.9"
"2013","21005","6.5"
"2010","20173","5.6"
"2014","21005","5.2"
"2011","20173","4.7"
"2015","21005","4.2"
"2008","21007","6.2"
"2012","20173","4.1"
"2009","21007","10"
"2013","20173","3.8"
"2010","21007","10.3"
"2014","20173","3.6"
"2011","21007","10"
"2015","20173","3.1"
"2012","21007","9.1"
"2008","20175","4.6"
"2013","21007","9.2"
"2009","20175","6.6"
"2014","21007","8"
"2010","20175","5.6"
"2015","21007","7.1"
"2011","20175","5.3"
"2008","21009","6.1"
"2012","20175","5.1"
"2009","21009","12.3"
"2013","20175","4.9"
"2010","21009","11.2"
"2014","20175","4.7"
"2011","21009","9.8"
"2015","20175","4.1"
"2012","21009","7.9"
"2008","20177","4.9"
"2013","21009","7.7"
"2009","20177","8.8"
"2014","21009","6.3"
"2010","20177","7.3"
"2015","21009","5.3"
"2008","21011","8.9"
"2011","20177","6.3"
"2012","20177","5.8"
"2009","21011","15.4"
"2013","20177","5.5"
"2010","21011","14.6"
"2014","20177","4.5"
"2011","21011","12.6"
"2015","20177","4"
"2012","21011","10.4"
"2008","20179","5"
"2013","21011","10.4"
"2009","20179","8.7"
"2014","21011","8.9"
"2010","20179","7.9"
"2015","21011","7.8"
"2011","20179","7.2"
"2008","21013","8.9"
"2012","20179","7"
"2009","21013","12"
"2013","20179","6.3"
"2010","21013","12.1"
"2014","20179","5.4"
"2011","21013","11.9"
"2015","20179","5.1"
"2008","20181","3.8"
"2012","21013","11.9"
"2009","20181","5.9"
"2013","21013","13.4"
"2010","20181","5.6"
"2014","21013","10.1"
"2011","20181","5.2"
"2012","20181","4.8"
"2015","21013","8.5"
"2008","21015","5.4"
"2009","21015","9"
"2013","20181","4.5"
"2010","21015","8.9"
"2014","20181","3.9"
"2011","21015","7.9"
"2015","20181","3.3"
"2012","21015","6.8"
"2008","20183","4.1"
"2013","21015","6.7"
"2009","20183","5.6"
"2014","21015","5.2"
"2015","21015","4.2"
"2008","21017","5.8"
"2010","20183","5.1"
"2009","21017","9.6"
"2011","20183","4.7"
"2010","21017","9.1"
"2012","20183","4.2"
"2011","21017","8.4"
"2013","20183","3.8"
"2012","21017","7.3"
"2014","20183","3.6"
"2013","21017","7.1"
"2015","20183","3.1"
"2014","21017","5.6"
"2015","21017","4.9"
"2008","21019","5.9"
"2008","20185","4.2"
"2009","21019","8.4"
"2010","21019","10.2"
"2009","20185","6.3"
"2011","21019","10.3"
"2010","20185","6.2"
"2012","21019","9.3"
"2011","20185","5.5"
"2013","21019","9.5"
"2012","20185","5.5"
"2014","21019","7.5"
"2013","20185","5.2"
"2015","21019","7"
"2014","20185","5"
"2008","21021","6.7"
"2009","21021","11.3"
"2010","21021","11.2"
"2015","20185","3.9"
"2011","21021","10.7"
"2008","20187","4.4"
"2012","21021","9"
"2013","21021","8.9"
"2009","20187","7.4"
"2014","21021","6.9"
"2010","20187","6.9"
"2015","21021","5.7"
"2011","20187","7"
"2008","21023","7.2"
"2012","20187","6.3"
"2009","21023","11.2"
"2013","20187","5.3"
"2010","21023","11.4"
"2014","20187","4.8"
"2011","21023","10.8"
"2015","20187","4.2"
"2012","21023","9.4"
"2008","20189","6.5"
"2009","20189","9.4"
"2013","21023","9.9"
"2010","20189","6.7"
"2014","21023","7.9"
"2015","21023","6.4"
"2011","20189","6"
"2008","21025","7.3"
"2009","21025","10.2"
"2012","20189","5.3"
"2010","21025","13.5"
"2011","21025","12.8"
"2013","20189","4.8"
"2014","20189","4.2"
"2012","21025","14.5"
"2013","21025","15"
"2015","20189","3.9"
"2014","21025","11.4"
"2008","20191","4.4"
"2015","21025","9.5"
"2009","20191","6.3"
"2008","21027","7.5"
"2010","20191","5.5"
"2009","21027","11.8"
"2010","21027","12.9"
"2011","21027","11.6"
"2011","20191","5"
"2012","21027","9.7"
"2012","20191","4.6"
"2013","21027","9.2"
"2013","20191","4.6"
"2014","21027","7.2"
"2014","20191","4.2"
"2015","21027","6.1"
"2015","20191","3.6"
"2008","20193","3.9"
"2008","21029","7"
"2009","20193","5.7"
"2009","21029","10.8"
"2010","21029","10.6"
"2011","21029","9.9"
"2010","20193","6.6"
"2012","21029","8.1"
"2011","20193","5.7"
"2013","21029","7.4"
"2012","20193","5.2"
"2014","21029","5.8"
"2015","21029","4.7"
"2013","20193","4.8"
"2008","21031","7.9"
"2009","21031","14.3"
"2010","21031","12"
"2014","20193","4.3"
"2011","21031","10.7"
"2015","20193","3.7"
"2012","21031","9"
"2008","20195","5.2"
"2013","21031","9.2"
"2009","20195","7.2"
"2014","21031","7.5"
"2015","21031","6"
"2010","20195","7.3"
"2008","21033","6.5"
"2011","20195","6.4"
"2009","21033","10"
"2012","20195","5.5"
"2010","21033","10.5"
"2011","21033","9.6"
"2013","20195","5.2"
"2014","20195","4.5"
"2012","21033","8.3"
"2015","20195","3.9"
"2013","21033","8.2"
"2008","20197","4.5"
"2014","21033","6.5"
"2009","20197","7.4"
"2015","21033","5.6"
"2010","20197","7.2"
"2008","21035","5.8"
"2011","20197","6.9"
"2012","20197","5.4"
"2009","21035","8.3"
"2013","20197","4.5"
"2010","21035","8.1"
"2011","21035","7.5"
"2014","20197","4"
"2012","21035","7.1"
"2015","20197","3.8"
"2013","21035","7.3"
"2014","21035","5.8"
"2008","20001","4.6"
"2015","21035","4.8"
"2009","20001","7.8"
"2008","21037","6"
"2010","20001","8.3"
"2009","21037","10"
"2011","20001","8"
"2010","21037","9.1"
"2012","20001","7.2"
"2011","21037","8.3"
"2012","21037","6.9"
"2013","20001","6.1"
"2013","21037","6.6"
"2014","20001","5.1"
"2014","21037","5.2"
"2015","20001","5.2"
"2015","21037","4.2"
"2008","21039","6.5"
"2009","21039","8.8"
"2008","20003","4.8"
"2009","20003","7.6"
"2010","21039","9.1"
"2010","20003","7.7"
"2011","21039","8.9"
"2011","20003","7.6"
"2012","21039","7.9"
"2012","20003","6.5"
"2013","21039","7.2"
"2013","20003","5.9"
"2014","21039","6"
"2014","20003","5.2"
"2015","21039","5.8"
"2008","21041","7.5"
"2015","20003","5"
"2009","21041","13"
"2008","20005","4.6"
"2010","21041","14.5"
"2009","20005","9.2"
"2011","21041","12.2"
"2010","20005","9.9"
"2012","21041","10.2"
"2011","20005","9"
"2013","21041","9.2"
"2012","20005","7.7"
"2014","21041","7.1"
"2015","21041","5.8"
"2013","20005","8.6"
"2008","21043","8.2"
"2009","21043","12.5"
"2014","20005","6.5"
"2010","21043","14.1"
"2015","20005","6.1"
"2011","21043","13.8"
"2008","20007","3.3"
"2012","21043","12.5"
"2009","20007","4.5"
"2013","21043","12.7"
"2010","20007","4.5"
"2014","21043","10.7"
"2015","21043","10"
"2008","21045","6.3"
"2009","21045","10.6"
"2011","20007","4"
"2010","21045","11"
"2012","20007","3.9"
"2011","21045","10"
"2012","21045","8.4"
"2013","20007","4"
"2013","21045","8.7"
"2014","20007","3.1"
"2014","21045","6.8"
"2015","21045","5.7"
"2015","20007","4.3"
"2008","21047","8.3"
"2009","21047","12.3"
"2008","20009","3.3"
"2010","21047","11.7"
"2011","21047","10.8"
"2009","20009","5.6"
"2012","21047","9.3"
"2013","21047","9.5"
"2010","20009","6"
"2014","21047","7.6"
"2011","20009","5.2"
"2015","21047","6.4"
"2012","20009","4.5"
"2008","21049","6.3"
"2009","21049","11"
"2013","20009","4.1"
"2010","21049","10.8"
"2014","20009","3.6"
"2011","21049","9.9"
"2015","20009","4.3"
"2012","21049","8.1"
"2013","21049","7.6"
"2014","21049","6.1"
"2015","21049","5.3"
"2008","21051","10.4"
"2009","21051","13.7"
"2010","21051","14.5"
"2011","21051","15"
"2012","21051","14"
"2013","21051","14.4"
"2014","21051","11.2"
"2015","21051","9.7"
"2008","21053","6.5"
"2009","21053","9.4"
"2010","21053","11"
"2011","21053","11.4"
"2012","21053","10.8"
"2013","21053","10.5"
"2014","21053","9"
"2015","21053","8.3"
"2008","21055","6.5"
"2009","21055","10.6"
"2010","21055","9.9"
"2011","21055","8.5"
"2012","21055","7.7"
"2013","21055","7.5"
